filing_company_code,filing_company_name,filing_stock_code,filing_date,document_id,held_security_name,held_stock_code,held_shares,book_value_million_yen,holding_purpose,ticker,stock_code
E02840,,,2024-03-31,000,ＤＣＭホールディングス㈱,,473900,699.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、保有しています。,,
E02840,,,2024-03-31,000,エイチ・ツー・オーリテイリング㈱,,349351,679.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。取引先持株会を通じた株式の取得により株式数が増加しております。,,
E02840,,,2024-03-31,000,上新電機㈱,,81500,189.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。,,
E02840,,,2024-03-31,000,イオン㈱,,37761,135.0,主として卸売型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。取引先持株会を通じた株式の取得により株式数が増加しております。,,
E02840,,,2024-03-31,000,コーナン商事㈱,,30322,133.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。取引先持株会を通じた株式の取得により株式数が増加しております。,,
E02840,,,2024-03-31,000,㈱ＭｒＭａｘＨＤ,,100000,63.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。,,
E02840,,,2024-03-31,000,㈱セキチュー,,42014,53.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。取引先持株会を通じた株式の取得により株式数が増加しております。,,
E02840,,,2024-03-31,000,㈱セブン＆アイ・ホールディングス,,17626,38.0,主として卸売型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。取引先持株会を通じた株式の取得により株式数が増加しております。なお、本株式は2024年２月29日を基準日として１株につき３株の割合で株式分割を実施しております。,,
E02840,,,2024-03-31,000,㈱スクロール,,32841,31.0,主として卸売型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。取引先持株会を通じた株式の取得により株式数が増加しております。,,
E02840,,,2024-03-31,000,イオン九州㈱,,8986,27.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。取引先持株会を通じた株式の取得により株式数が増加しております。,,
E02840,,,2024-03-31,000,㈱マキヤ,,18374,20.0,主として卸売型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。取引先持株会を通じた株式の取得により株式数が増加しております。,,
E02840,,,2024-03-31,000,㈱ジュンテンドー,,34190,19.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。取引先持株会を通じた株式の取得により株式数が増加しております。,,
E02840,,,2024-03-31,000,㈱フジ,,8781,16.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。取引先持株会を通じた株式の取得により株式数が増加しております。,,
E02840,,,2024-03-31,000,ウエルシアホールディングス㈱,,5751,14.0,主として卸売型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。取引先持株会を通じた株式の取得により株式数が増加しております。,,
E02840,,,2024-03-31,000,㈱エディオン,,5727,8.0,主として卸売型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。取引先持株会を通じた株式の取得により株式数が増加しております。,,
E02840,,,2024-03-31,000,㈱平和堂,,4000,8.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。,,
E02840,,,2024-03-31,000,㈱ヤマダホールディングス,,9800,4.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。,,
E02840,,,2024-03-31,000,㈱エンチョー,,4497,4.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。取引先持株会を通じた株式の取得により株式数が増加しております。,,
E02840,,,2024-03-31,000,㈱コメリ,,405,1.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。,,
E02840,,,2024-03-31,000,㈱ヨンドシーホールディングス,,710,1.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。取引先持株会を通じた株式の取得により株式数が増加しております。,,
E02840,,,2024-03-31,000,㈱サマンサタバサジャパンリミテッド,,10500,0.0,主として卸売型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。,,
E02840,,,2024-03-31,000,アークランズ㈱,,482,0.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、保有しています。取引先持株会を通じた株式の取得により株式数が増加しております。,,
E02840,,,2024-03-31,000,三井住友トラスト・ホールディングス㈱,,222,0.0,事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。なお、本株式は2023年12月29日を基準日として１株につき２株の割合で株式分割を実施しております。,,
E02840,,,2024-03-31,000,㈱Ｏｌｙｍｐｉｃグループ,,1000,0.0,主として開発型ビジネスモデルにおける事業上の取引関係を勘案し、同社との良好な関係の維持、強化を図るため、継続して保有しています。,,
E05233,,,2024-09-30,000,㈱北洋銀行,,47,18142.0,同社との取引関係の維持・強化のため。当社は同社株式から得られるリターンを検証するなど、資本コスト等の観点から総合的な評価を行い、保有の合理性を確認しています。定量的な保有効果については取引先との関係性を考慮して記載しませんが、上記方針に基づいた十分な定量的効果があると判断しています。,,
E03641,,,2025-03-31,000,住友不動産株式会社,,1051200,5879.0,不動産関連情報の取得等における同社との良好な取引関係・協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,株式会社オリエンタルランド,,1300000,3828.0,千葉県を地盤とするテーマパーク運営企業であり、同社との良好な取引関係・協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,ＭＳ＆ＡＤインシュアランスグループホールディングス株式会社（注）４,,1158094,3734.0,保険窓販商品の提供等による業務上の協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,ＳＯＭＰＯホールディングス株式会社（注）５,,732071,3309.0,保険窓販商品の提供等による業務上の協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,新日本建設株式会社,,1722169,2691.0,千葉県を地盤とするデベロッパー機能を持つ総合建設業者であり、同社との良好な取引関係・協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,東日本旅客鉄道株式会社（注）６,,750000,2214.0,営業エリア内の鉄道インフラを支える企業であり、ATMの提携などによる同社との良好な取引関係・協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,株式会社テクノ菱和,,723800,1899.0,店舗設備等の施工管理業者であり、同社との良好な取引関係・協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,東海旅客鉄道株式会社,,500000,1427.0,観光面等における営業エリア内の経済活性化に寄与しており、同社との良好な取引関係・協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,京成電鉄株式会社（注）７,,1020000,1374.0,千葉県を地盤とする鉄道インフラを支える企業であり、同社との良好な取引関係・協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,Ｋ＆Ｏエナジーグループ株式会社,,240065,718.0,千葉県を地盤とする生活インフラを支える企業であり、同社との良好な取引関係・協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,株式会社武蔵野銀行,,149451,487.0,金融関連業務における協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,株式会社あいちフィナンシャルグループ,,162171,463.0,金融関連業務における協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,株式会社ジャックス,,108034,421.0,ATMのキャッシング機能提携等による同社との良好な取引関係・協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,株式会社青山財産ネットワークス,,200000,382.0,事業承継業務等における同社との良好な取引関係・協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,イオン株式会社,,60786,227.0,千葉県を地盤とするGMS等の運営企業であり、営業に関する情報交換およびATMの提携等による同社との協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,南総通運株式会社,,120000,130.0,千葉県を地盤とする物流インフラを支える企業であり、同社との良好な取引関係・協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,株式会社みずほフィナンシャルグループ,,20000,81.0,先進的な知見や金融サービス等の活用による業務上の協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,株式会社イトーキ,,33187,54.0,店舗設備等の納入業者であり、同社との良好な取引関係・協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,株式会社シー・ヴイ・エス・ベイエリア,,52800,29.0,千葉県を地盤とするコンビニおよびマンション管理等の運営企業であり、同社との良好な取引関係・協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E03641,,,2025-03-31,000,株式会社市進ホールディングス,,15000,6.0,千葉県を地盤とする総合教育サービス企業であり、同社との良好な取引関係・協力関係の維持・強化を目的とし、資本コストを考慮した経済合理性を精査した上で、保有しております。,,
E01636,,,2025-03-31,000,フジテック㈱,,550000,3248.0,発行会社とのポンプ等資機材の受注、昇降機等の受給・メンテナンス等の取引関係の維持の他、地元企業間の地域情報収集のため。当期配当金107百万円,,
E01636,,,2025-03-31,000,㈱タクマ,,783600,1437.0,ごみ焼却プラントやバイオマス発電等におけるポンプ等の資機材の受注強化を進めてきた経緯があり、長期にわたるより良好な協力関係を維持・強化することが、収益増、ひいては、中長期的な企業価値の向上に資すると判断し、保有しています。近年では、当社のTR-COMの協業先として、情報共有・ノウハウ開発によりメンテナンス分野における新規事業を開拓していく上で更なる提携を進めています。収益面では、同社に対する売上は、昨年度比約３割落ち込みましたが、概して過去５年間で堅調に推移しております。今後、ごみ処理プラントやバイオマス発電分野の最終顧客の課題解決において、メンテナンスサービスの提案などを発行会社と共に進めていくため、さらなる関係強化を見込んでおります。当期配当金40百万円,,
E01636,,,2025-03-31,000,三精テクノロジーズ㈱,,801500,1037.0,発行会社とのポンプ等資機材の受注、資機材の受給等の取引関係の維持の他、地元企業間の地域情報収集のため。当期配当金36百万円,,
